Month,WeekOfMonth,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,NumberOfSuppliments,NumberOfCars,BasePolicy,FraudFound
Dec,1,Mazda,Urban,Dec,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,Liability,No
Dec,4,Toyota,Urban,Dec,4,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Dec,4,Pontiac,Urban,Jan,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,1 to 2,1 vehicle,Collision,No
Dec,1,Honda,Urban,Jan,1,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,36 to 40,Yes,none,1 vehicle,All Perils,No
Dec,3,Mazda,Urban,Dec,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Dec,4,Pontiac,Urban,Jan,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Dec,2,Toyota,Urban,Dec,3,Female,Single,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,7 years,36 to 40,No,3 to 5,1 vehicle,All Perils,No
Dec,5,Mazda,Urban,Jan,2,Male,Single,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Dec,2,Honda,Urban,Dec,3,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,3 to 4,Collision,No
Dec,3,Pontiac,Urban,Dec,3,Female,Single,44,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Feb,4,Honda,Urban,Feb,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,36 to 40,No,none,3 to 4,All Perils,No
Feb,3,Toyota,Urban,Feb,4,Female,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Feb,1,Toyota,Urban,Feb,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,No
Feb,3,Pontiac,Urban,Feb,4,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,36 to 40,No,3 to 5,1 vehicle,All Perils,No
Feb,1,Toyota,Rural,Feb,1,Male,Married,44,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,none,1 vehicle,Liability,No
Feb,1,Pontiac,Urban,Feb,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Feb,1,Chevrolet,Urban,Feb,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,7 years,36 to 40,No,none,1 vehicle,Collision,No
Feb,3,Chevrolet,Urban,Feb,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,none,1 vehicle,Liability,No
Feb,3,Honda,Urban,Feb,3,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,1 to 2,1 vehicle,Collision,No
Jan,5,Honda,Urban,Jan,5,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Jan,4,Pontiac,Urban,Jan,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Collision,No
Jan,3,Toyota,Urban,Jan,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Collision,No
Jan,2,Pontiac,Urban,Jan,2,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Jan,4,Mazda,Urban,Jan,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,Liability,No
Jan,2,VW,Urban,Jan,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"60,000 to 69,000",more than 30,more than 30,1,more than 7,36 to 40,No,more than 5,1 vehicle,Collision,No
Jan,5,Ford,Urban,Feb,1,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,1 to 2,1 vehicle,Collision,No
Jan,2,Chevrolet,Urban,Jan,2,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Jan,2,Pontiac,Urban,Feb,2,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,No
Jul,5,Pontiac,Urban,Sep,1,Male,Married,44,Policy Holder,Sport - All Perils,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Jul,1,Pontiac,Urban,Jul,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Jul,4,Chevrolet,Urban,Aug,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Jul,5,Pontiac,Urban,Aug,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,36 to 40,No,none,1 vehicle,Collision,No
Jul,1,Toyota,Urban,Jul,2,Male,Married,44,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,Liability,No
Jul,2,Honda,Urban,Jul,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,3 to 5,1 vehicle,Collision,No
Jul,3,Toyota,Urban,Jul,5,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,5 years,36 to 40,No,none,1 vehicle,Liability,No
Jul,3,Honda,Urban,Jul,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,more than 5,1 vehicle,Liability,No
Jun,4,Pontiac,Urban,Jun,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"less than 20,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,more than 5,1 vehicle,Liability,No
Jun,2,Pontiac,Urban,Jun,2,Male,Married,44,Third Party,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,none,more than 7,36 to 40,No,more than 5,1 vehicle,Liability,No
Jun,5,Chevrolet,Urban,Jul,2,Male,Married,44,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,none,1 vehicle,Collision,No
Jun,1,Pontiac,Rural,Jun,1,Male,Married,44,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Jun,4,Pontiac,Rural,Jul,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Liability,No
Mar,2,VW,Urban,Mar,2,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Mar,1,Mazda,Urban,Mar,2,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Mar,3,Honda,Urban,Mar,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,6 years,36 to 40,No,3 to 5,1 vehicle,Liability,No
Mar,4,Chevrolet,Urban,Apr,1,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"40,000 to 59,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Mar,5,Toyota,Urban,Apr,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Mar,5,Mazda,Urban,Apr,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,none,1 vehicle,Collision,No
May,4,Pontiac,Rural,May,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,3 to 5,1 vehicle,Liability,No
May,3,Chevrolet,Urban,May,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,36 to 40,No,1 to 2,1 vehicle,All Perils,No
May,3,Pontiac,Urban,May,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,3 to 5,1 vehicle,Collision,Yes
May,5,Accura,Urban,Jun,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
May,2,Pontiac,Urban,May,4,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,6 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
May,3,Toyota,Urban,Nov,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,none,1 vehicle,All Perils,No
May,2,Pontiac,Urban,May,3,Male,Married,44,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
May,3,Chevrolet,Urban,Jul,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
May,3,VW,Urban,May,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,more than 4,6 years,36 to 40,No,none,1 vehicle,All Perils,No
May,4,Mazda,Urban,Jun,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Collision,No
Nov,5,Mazda,Urban,Nov,5,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,none,1 vehicle,Liability,No
Nov,3,Mazda,Urban,Nov,3,Female,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Liability,No
Nov,5,Pontiac,Urban,Dec,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,1 to 2,1 vehicle,Liability,No
Nov,2,Toyota,Rural,Nov,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Collision,No
Oct,1,Pontiac,Urban,Oct,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Oct,3,Accura,Urban,Nov,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,3 to 5,1 vehicle,All Perils,No
Oct,3,Honda,Urban,Oct,3,Female,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Oct,2,Pontiac,Urban,Oct,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Collision,Yes
Oct,3,Ford,Urban,Nov,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Sep,1,Ford,Urban,Sep,1,Male,Married,44,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Sep,3,Mercury,Urban,Sep,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,none,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,No
Sep,1,Mazda,Urban,Sep,2,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Sep,2,Toyota,Urban,Sep,3,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Sep,1,Saab,Urban,Sep,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,36 to 40,No,none,1 vehicle,Collision,No
Sep,3,Toyota,Urban,Sep,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Sep,3,Toyota,Urban,Sep,3,Male,Married,44,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,3 to 5,1 vehicle,Collision,No
Sep,4,Toyota,Urban,Sep,4,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,6 years,36 to 40,No,3 to 5,1 vehicle,All Perils,No
Sep,4,Mazda,Urban,Sep,4,Female,Single,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,36 to 40,No,none,1 vehicle,Liability,No
Apr,2,Pontiac,Urban,May,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,All Perils,No
Apr,2,Honda,Rural,Apr,4,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,3 to 4,All Perils,No
Apr,4,Honda,Urban,Apr,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,none,1 vehicle,Collision,No
Apr,4,Toyota,Urban,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Apr,4,Pontiac,Urban,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Apr,3,Pontiac,Rural,Dec,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,none,1 vehicle,All Perils,No
Apr,3,Mazda,Urban,Apr,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,1 to 2,1 vehicle,Liability,No
Apr,4,Ford,Urban,Jul,5,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,No
Apr,2,Toyota,Urban,Apr,2,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,1 to 2,1 vehicle,Collision,No
Apr,2,Honda,Urban,Apr,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,36 to 40,No,3 to 5,1 vehicle,Collision,No
Aug,1,Pontiac,Urban,Aug,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Aug,5,Honda,Urban,Aug,5,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Aug,1,Toyota,Urban,Aug,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",more than 30,more than 30,1,7 years,36 to 40,No,1 to 2,1 vehicle,Collision,No
Aug,4,Mazda,Rural,Aug,5,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,3 to 5,1 vehicle,Collision,No
Aug,4,Pontiac,Urban,Aug,5,Female,Single,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,36 to 40,No,none,1 vehicle,All Perils,No
Dec,3,Mazda,Urban,Dec,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,6 years,36 to 40,No,more than 5,1 vehicle,All Perils,No
Dec,4,Toyota,Urban,Dec,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,more than 5,1 vehicle,Collision,No
Dec,1,Toyota,Urban,Dec,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,3 to 5,1 vehicle,Liability,Yes
Dec,4,Pontiac,Urban,Jan,2,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,Yes
Dec,1,Pontiac,Urban,Dec,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,more than 4,more than 7,36 to 40,No,none,1 vehicle,Collision,No
Dec,4,VW,Urban,Mar,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,none,1 vehicle,Liability,No
Dec,3,Mazda,Urban,Jan,3,Male,Single,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,36 to 40,No,none,1 vehicle,Liability,No
Feb,3,Mazda,Urban,Feb,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,1,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Feb,4,Chevrolet,Urban,Feb,4,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,36 to 40,No,more than 5,1 vehicle,All Perils,No
Feb,3,Accura,Urban,Mar,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,Collision,No
Feb,3,Toyota,Urban,Mar,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,No
Feb,4,Pontiac,Urban,Aug,1,Male,Married,44,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,36 to 40,No,3 to 5,1 vehicle,All Perils,No
Feb,3,Chevrolet,Urban,Feb,4,Female,Married,44,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,none,1 vehicle,Liability,No
Feb,3,Toyota,Urban,Feb,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,1,7 years,36 to 40,No,none,5 to 8,All Perils,No
Feb,1,Mazda,Urban,Feb,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,none,7 years,36 to 40,No,3 to 5,1 vehicle,All Perils,Yes
Feb,4,Honda,Urban,Mar,3,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,36 to 40,No,1 to 2,1 vehicle,All Perils,Yes
Feb,4,Toyota,Urban,Feb,4,Male,Married,44,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
Feb,4,Chevrolet,Urban,Feb,4,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Feb,4,Toyota,Urban,Feb,4,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,36 to 40,No,more than 5,1 vehicle,Collision,No
Jan,1,Mecedes,Urban,Jan,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,7 years,36 to 40,No,none,1 vehicle,Collision,No
Jan,5,Mazda,Urban,Feb,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,36 to 40,No,more than 5,1 vehicle,Liability,No
Jan,3,Pontiac,Urban,Jan,3,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,1 to 2,1 vehicle,Collision,No
Jan,3,Pontiac,Urban,Jan,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,36 to 40,No,more than 5,1 vehicle,Liability,No
